text,predicted_category,risk_score,confidence,sentiment_label,sentiment_score,alert_level,top_keywords,key_entities,analyst_summary
 Say WHAT? Surrounding the compound with armed men and throwing grenades isn't a provocation? You're smoking something not legal in the US. They never rang the doorbell. Not even the BATF has claimed that they have. This was a no-knock search. As to the good r…,Sanctions/Compliance,36.1,0.482,neutral,0.0,Low,"['batf', 'rang', 'armed men', 'doorbell', 'batf warrant', 'smoking', 'surrounding', 'throwing']","['US (GPE)', 'BATF (GPE)', 'BATF (ORG)']","Sanctions/Compliance signal detected. Key terms: batf, rang, armed men, doorbell, batf warrant, smoking."
Hello all. We are doing a bible study (at my college) on Revelations. We have been doing pretty good as far as getting some sort of reasonable interpretation. We are now on chapters 17 and 18 which talk about the woman on the beast and the fall of Babylon. I b…,Harassment,36.1,0.656,neutral,0.0,Low,"['babylon', 'beast', 'catholic church', 'chapter', 'college', 'interpretation', 'catholic', 'woman']","['18 (DATE)', 'Antichrist (PERSON)', 'Rome (GPE)', 'the Roman Catholic Church (ORG)', 'Jimmy Buddenberg (PERSON)', 'jbuddenberg@vax.cns.muskingum.edu\nMuskingum College (PERSON)']","Harassment signal detected. Key terms: babylon, beast, catholic church, chapter, college, interpretation."
 I have personally know quite of few of the Wycliffe Bible Translators. As an organization their fundamental purpose is to translate the scriptures into the native languages which in terms usual means learning it and developing a written language (along with t…,Harassment,36.1,0.656,neutral,0.0,Low,"['suggest read', 'personally know', 'wycliffe', 'natives', 'best knowledge', 'know quite', 'cultural interference', 'true']","['U.S. (GPE)', 'the Good News (ORG)', 'Suddan (GPE)', 'CIA (ORG)']","Harassment signal detected. Key terms: suggest read, personally know, wycliffe, natives, best knowledge, know quite."
" Yeah, but who wants to start a pool on the first person arrested mistakenly and has their life turned upside-down because some law enforcement agency *does* make a chip::person association? I wonder if there are any plans to keep these records (e.g. encode th…",Cyber,36.0,0.424,neutral,0.0,Low,"['irs', 'phone', 'favors', 'mistakenly', 'databases', 'forbidden', 'dispute', 'screen']","['UPC (ORG)', 'K-Mart (ORG)', 'IRS (ORG)']","Cyber signal detected. Key terms: irs, phone, favors, mistakenly, databases, forbidden."
" On the contrary, the entire Clipper proposal is an example of the government servicing the people (in the sense of the term found in the sentence, ""The farmer paid $100 to rent a bull to service his cows."") …",Cyber,36.0,0.424,neutral,0.0,Low,"['example government', 'farmer', 'clipper proposal', 'cows', 'bull', 'rent', 'sentence', 'contrary']",[],"Cyber signal detected. Key terms: example government, farmer, clipper proposal, cows, bull, rent."
" We had a senior NSA scientist in Cambridge at one of our workshops recently (in fact he was here when the Clipper announcement was made, but we didn't learn of it till after he'd gone). He said on this point that he was forbidden by law to monitor conversatio…",Cyber,35.8,0.422,neutral,0.0,Low,"['security number', 'iraqi', 'social security', 'mission', 'citizen', 'new york', 'york', 'social']","['NSA (ORG)', 'Cambridge (GPE)', 'Clipper (PERSON)', 'US (GPE)', 'Navajo (PERSON)', 'New York (GPE)', 'Baghdad (GPE)', 'Farouq Hussein (PERSON)']","Cyber signal detected. Key terms: security number, iraqi, social security, mission, citizen, new york."
" I guess I would react rather strongly to this line of thinking carried out! When you think ""your army"" is stronger than ""mine"", you would ""righteously"" take my children and baptize them, doing what you know is really ""best"" for them. You cannot possibly put t…",Harassment,35.8,0.651,neutral,0.0,Low,"['god think', 'know really', 'appealing', 'advocated', 'cause effect', 'crusades', 'switched', 'baptize']",['Jesus (PERSON)'],"Harassment signal detected. Key terms: god think, know really, appealing, advocated, cause effect, crusades."
i don't have FTP and i live in canada ( this means that it would be illeagle for a U.S. citizen to send the program to me. their gigerment wishes to restrict its dispersil ) but someone in europe must have ported a coppy of RSA to the atariST by now. how do i …,Cyber,35.6,0.418,neutral,0.0,Low,"['ftp', 'rsa', 'ported', 'wishes', 'feed', 'restrict', 'citizen', 'europe']","['FTP (ORG)', 'canada (GPE)', 'U.S. (GPE)', 'europe (LOC)', 'RSA (ORG)']","Cyber signal detected. Key terms: ftp, rsa, ported, wishes, feed, restrict."
" When you force people to associate with others against their will, yes. …",Sanctions/Compliance,35.4,0.472,neutral,0.0,Low,"['force people', 'associate', 'force', 'yes', 'people']",[],"Sanctions/Compliance signal detected. Key terms: force people, associate, force, yes, people."
" Indeed. Reading the cases of people who've tried the various things Mr. Teel suggests show that defendants fall into two classes: (1) those who win on procedural grounds or some grounds not related to their claim, and (2) those who lose. Consider Newman v. Sc…",Sanctions/Compliance,35.2,0.469,neutral,0.0,Low,"['mr', '100 000', 'win', 'mr teel', 'teel', '000', '100', 'grounds']","['Teel (PERSON)', 'Newman (PERSON)', 'Schiff (PERSON)', 'the Internal Revenue Code (ORG)']","Sanctions/Compliance signal detected. Key terms: mr, 100 000, win, mr teel, teel, 000."
"i]>>Since there was no sniper fire, doing nothing was equally effective, What sources did Sauter and Hines use? In Congressional hearings later, the newspaper folk admitted that their reports were completely wrong. (Some of their excuses are understandable, wh…",Physical Threat,35.2,0.352,neutral,0.0,Low,"['sniper', 'admitted', 'did', 'newspaper', 'later', 'equally effective', 'matter did', 'congressional hearings']","['Sauter (PERSON)', 'Hines (ORG)', 'Detroit (GPE)', '60s (DATE)']","Physical Threat signal detected. Key terms: sniper, admitted, did, newspaper, later, equally effective."
" Go to hell. I'm no ""government [-] following fanatic."" Your sweeping generalizations evince your own ignorance. What were they supposed to do? Just let him be? Fuck him. Fuck the ATF, too. They should've done it right the first time.…",Physical Threat,35.2,0.352,neutral,0.0,Low,"['fuck', 'sweeping', 'just let', 'generalizations', 'right time', 'fanatic', 'ignorance', 'atf']",['ATF (ORG)'],"Physical Threat signal detected. Key terms: fuck, sweeping, just let, generalizations, right time, fanatic."
 I'd bet cash 90% of the people couldn't find the window after six minutes! Ask anybody who's taken basic training in the military. It is not at all uncommon for a few soldiers who have not properly attached and cleared their masks to require assistance exitin…,Physical Threat,35.1,0.351,neutral,0.0,Low,"['chamber', 'window', 'lot easier', '90 people', 'uncommon', 'cleared', 'exit', 'hell lot']",[],"Physical Threat signal detected. Key terms: chamber, window, lot easier, 90 people, uncommon, cleared."
" Nationwide, the immunization rate among toddlers is about 50%, but it is reportedly as low as 10% in some inner-city neighborhoods. I bet more than 10% kids living in such neighborhoods are already covered by Medicaid. Here in Massachussets, we have had a uni…",Sanctions/Compliance,35.0,0.466,neutral,0.0,Low,"['immunization', 'rate', 'nationwide', 'inner city', 'expressed employer', '10', 'proposing', 'disclaimer opinions']","['Medicaid (ORG)', 'Massachussets (GPE)', 'Clinton (PERSON)', 'many years (DATE)', 'two decades (DATE)']","Sanctions/Compliance signal detected. Key terms: immunization, rate, nationwide, inner city, expressed employer, 10."
"pdb059@ipl.jpl.nasa.gov (Paul Bartholomew) writes to Clayton Cramer: The saddest thing is that most people, like Cramer's wife, learn dislike for homosexuality early in childhood.…",Sanctions/Compliance,35.0,0.467,neutral,0.0,Low,"['cramer', 'jpl nasa', 'jpl', 'dislike', 'thing people', 'nasa gov', 'clayton cramer', 'childhood']","['Paul Bartholomew (PERSON)', 'Clayton Cramer (PERSON)', 'Cramer (PERSON)']","Sanctions/Compliance signal detected. Key terms: cramer, jpl nasa, jpl, dislike, thing people, nasa gov."
"Some reading from a recent interview trip ... waiting all day at O'Hare a month ago, waiting out the storm here in New York! The Price of the Phoenix; The Fate of the Phoenix; Memory Prime Take the package for $8, or in trade for a good used CD ... gld…",Fraud,34.9,0.499,neutral,0.0,Low,"['phoenix', 'waiting', 'good used', 'used cd', 'month ago', 'interview', 'fate', 'gld']","['all day (DATE)', ""O'Hare (ORG)"", 'a month ago (DATE)', 'New York (GPE)', 'Phoenix (GPE)']","Fraud signal detected. Key terms: phoenix, waiting, good used, used cd, month ago, interview."
" Even if there was no independent proof that Luke's account was valid, I find it strange that you would take the negation of it as truth without any direct historical evidence (at least that you've mentioned) to back it up. The assertion was made, unequivocall…",Harassment,34.8,0.632,neutral,0.0,Low,"['luke', '703', 'claim', 'believing', 'assertion', 'resurrection', 'direct', 'account']","['Luke (PERSON)', 'John G. Ata - Technical Consultant (PERSON)', 'UUCP (ORG)', 'McLean (ORG)', 'VA (GPE)', '22102 (DATE)']","Harassment signal detected. Key terms: luke, 703, claim, believing, assertion, resurrection."
" We have three options with respect to the Constitution: 1. Abide by it. 2. Duly amend it. 3. Abandon those parts of which a majority disapproves. Of course, since the whole point of the Constitution is to restrain the will of the majority, and since even in u…",Physical Threat,34.8,0.348,neutral,0.0,Low,"['constitution', 'majority', 'abide', 'abandon', 'amend', 'altogether', 'amounts', 'minorities']",['Mark Pundurs (PERSON)'],"Physical Threat signal detected. Key terms: constitution, majority, abide, abandon, amend, altogether."
For Sale Dining Table (wooden) with 6 chairs $ 125 Dining Table Scandinavian style $ 30 Steel Desk - free…,Fraud,34.8,0.497,neutral,0.0,Low,"['dining', 'table', 'chairs', 'wooden', 'steel', 'desk', '125', 'style']",['Sale\n\nDining Table (ORG)'],"Fraud signal detected. Key terms: dining, table, chairs, wooden, steel, desk."
" James, it could be that they were determined to stay together in the compound no matter what happened. Perhaps the fire was accidental, and the DB simply refused to leave the compod. Perhap they died fighting the fire? who knows. we will have to wait and see.…",Physical Threat,34.7,0.347,neutral,0.0,Low,"['db', 'hard believe', 'accidental', 'horrible', 'refused', 'fighting', 'determined', 'burn']",['James (PERSON)'],"Physical Threat signal detected. Key terms: db, hard believe, accidental, horrible, refused, fighting."
 Presumably the B-D did not mount a continuous state of alert with gunmen ready to fire on people who casually walked up to ring the doorbell. Once inside the building the BATF would have been in control. Trained police officers are a match to any bunch of Boz…,Physical Threat,34.7,0.347,neutral,0.0,Low,"['opening', 'action', 'heroic', 'proceedings', 'doorbell', 'bozos', 'prime minister', 'alert']","['BATF (GPE)', 'Bozos (ORG)', 'annual (DATE)', 'Michael Hesseltine (PERSON)', 'Hesseltine (ORG)']","Physical Threat signal detected. Key terms: opening, action, heroic, proceedings, doorbell, bozos."
"[ Article crossposted from temple.forsale ] [ Author was Ray Lauff (ray@astro.ocis.temple.edu) ] [ Posted on Wed, 21 Apr 1993 01:04:27 GMT ] Regular CBS/FOX release of the wide screen edition of the movie The Abyss for sale, asking $30, including postage. I wa…",Fraud,34.5,0.493,neutral,0.0,Low,"['ray', 'temple', 'edu', 'asking 30', 'unload', 'edu posted', '21 apr', 'crossposted']","['Ray Lauff (PERSON)', '1993 (DATE)', 'GMT (ORG)', 'LaserDisc (ORG)', 'Ray (PERSON)', 'Temple University Computer Services (ORG)']","Fraud signal detected. Key terms: ray, temple, edu, asking 30, unload, edu posted."
 This is stupid. Won't it cost more to those companies hoping to serve the gov't and private markets if they DON'T use the same technology? …,Cyber,34.4,0.405,neutral,0.0,Low,"['use technology', 'don use', 'markets', 'hoping', 'serve', 'gov', 'stupid', 'companies']",[],"Cyber signal detected. Key terms: use technology, don use, markets, hoping, serve, gov."
"Are there any members of conservative, religious, politically active groups (such as the Christian Coalition) out there? I come from a very liberal background, and I'd like to talk to some conservative people out there in a public forum (such as this one.) I f…",Harassment,34.4,0.626,neutral,0.0,Low,"['conservative', 'christian', 'viewpoint', 'rationale', 'coalition', 'frankly', 'explaining', 'forum']",['the Christian Coalition (ORG)'],"Harassment signal detected. Key terms: conservative, christian, viewpoint, rationale, coalition, frankly."
